,current,name,gender,function,category,country_code,country,disciplines,age
0,True,PEDRERO Ofelia,Female,Coach,C,MEX,Mexico,Artistic Swimming,36
1,True,RADHI SHENAISHIL,Male,Head Coach,C,IRQ,Iraq,Football,59
2,True,AFLAKIKHAMSEH Majid,Male,Coach,C,IRI,IR Iran,Taekwondo,50
3,True,YOUSEFY Mehrdad,Male,Coach,C,IRI,IR Iran,Taekwondo,52
4,True,MADDAH Minoo,Female,Coach,C,IRI,IR Iran,Taekwondo,48
5,True,LOFTUS Adriana,Female,Coach,C,MEX,Mexico,Artistic Swimming,66
6,True,FERRARA Fernando,Male,Head Coach,C,ARG,Argentina,Hockey,56
7,True,GULLA Alejandra,Female,Assistant Coach,C,ARG,Argentina,Hockey,47
8,True,CAPURRO Santiago,Male,Assistant Coach,C,ARG,Argentina,Hockey,49
9,True,RONCONI Mariano,Male,Head Coach,C,ARG,Argentina,Hockey,Age unavaible
10,True,PAULON Ezequiel,Male,Assistant Coach,C,ARG,Argentina,Hockey,Age unavaible
11,True,VILA Matias,Male,Assistant Coach,C,ARG,Argentina,Hockey,Age unavaible
12,True,KHEIRKHAH HAJIRASOULIAN Mohammadre.,Male,Coach,C,IRI,IR Iran,Artistic Gymnastics,59
13,True,DAVIS DIAZ David,Male,Coach,C,MEX,Mexico,Taekwondo,46
14,True,MENDOZA MORA Abel,Male,Coach,C,MEX,Mexico,Taekwondo,36
15,True,VICTORIA ESPINOSA de los Alfonso,Male,Coach,C,MEX,Mexico,Taekwondo,39
16,True,MILANO Guillermo,Male,Head Coach,C,ARG,Argentina,Handball,51
17,True,GOMEZ CORA Santiago,Male,Head Coach,C,ARG,Argentina,Rugby Sevens,46
18,True,GRAVANO Leonardo,Male,Assistant Coach,C,ARG,Argentina,Rugby Sevens,50
19,True,FILIORIANU Ana Luiza,Female,Coach,C,ROU,Romania,Rhythmic Gymnastics,25
20,True,SMAILI Badr,Male,Coach,C,MAR,Morocco,Taekwondo,31
21,True,OCEGUERA ORNELAS Pavel,Male,Coach,C,MEX,Mexico,Artistic Gymnastics,52
22,True,VALENZUELA GOMEZ Maria,Female,Coach,C,MEX,Mexico,Artistic Gymnastics,48
23,True,MEZA PADILLA Jose,Male,Coach,C,MEX,Mexico,Artistic Gymnastics,47
24,True,AGUILAR ROJAS Blajaith,Female,Coach,C,MEX,Mexico,Rhythmic Gymnastics,32
25,True,FURALEV Vladislav,Male,Coach,C,MEX,Mexico,Rhythmic Gymnastics,54
26,True,UPTON Patrick Anthony Howard,Male,Coach,C,IND,India,Hockey,55
27,True,SCHOPMAN Johanna Dorothea Maria,Female,Coach,C,IND,India,Hockey,47
28,True,HALKETT Rhett Kennedy,Male,Assistant Coach,C,IND,India,Hockey,38
29,True,FULTON Craig Arthur,Male,Head Coach,C,IND,India,Hockey,49
30,True,FARRY Anthony James,Male,Coach,C,IND,India,Hockey,51
31,True,THORPE Karen,Female,Coach,C,GBR,Great Britain,Artistic Swimming,51
32,True,TOMOMATSU Yumiko,Female,Coach,C,GBR,Great Britain,Artistic Swimming,52
33,True,CURRAN Orlaith,Female,Assistant Coach,C,IRL,Ireland,Rugby Sevens,33
34,True,NASKAR Arup,Male,Coach,C,IND,India,Hockey,41
35,True,CHINNASAMY Ashok Kumar,Male,Coach,C,IND,India,Hockey,33
36,True,BUSNARI Alberto,Male,Coach,C,ITA,Italy,Artistic Gymnastics,45
37,True,COCCIARO Giuseppe,Male,Coach,C,ITA,Italy,Artistic Gymnastics,64
38,True,FORTUNA Marco,Male,Coach,C,ITA,Italy,Artistic Gymnastics,63
39,True,BERGAMELLI Monica Roberta,Female,Coach,C,ITA,Italy,Artistic Gymnastics,40
40,True,CHIRILCENCO Marc Michel,Male,Coach,C,ALG,Algeria,Artistic Gymnastics,56
41,True,HAMICI Saad Eddine,Male,Coach,C,ALG,Algeria,Artistic Gymnastics,53
42,True,HERRANZ MARTIN Miguel Angel,Male,Coach,C,ESP,Spain,Taekwondo,60
43,True,RAMAL MUNOZ Jesus,Male,Coach,C,ESP,Spain,Taekwondo,55
44,True,SEIJO GIEBELS Christian Jaime,Male,Coach,C,ESP,Spain,Taekwondo,47
45,True,TOLEDO AROCA Antonio,Male,Coach,C,ESP,Spain,Taekwondo,47
46,True,YAGUE ENRIQUE Brigida,Female,Coach,C,ESP,Spain,Taekwondo,43
47,True,JONES Gilmar,Male,Coach,C,SUR,Suriname,Taekwondo,38
48,True,DIMITROVA Vesela,Female,Coach,C,BUL,Bulgaria,Rhythmic Gymnastics,48
49,True,STOYNEVA Yasena,Female,Coach,C,BUL,Bulgaria,Rhythmic Gymnastics,35
50,True,MARKOVA Branimira,Female,Coach,C,BUL,Bulgaria,Rhythmic Gymnastics,50
51,True,PAMUKOVA Mariyana,Female,Coach,C,BUL,Bulgaria,Rhythmic Gymnastics,41
52,True,IVANOVA Valentina,Female,Coach,C,BUL,Bulgaria,Rhythmic Gymnastics,47
53,True,LEE Eui Yong,Male,Coach,C,GAM,Gambia,Taekwondo,53
54,True,ARILL Samuel,Male,Assistant Coach,C,PUR,Puerto Rico,Basketball,48
55,True,MORALES OTERO Carlos,Male,Assistant Coach,C,PUR,Puerto Rico,Basketball,65
56,True,BATISTA Gerardo,Male,Coach,C,PUR,Puerto Rico,Basketball,53
57,True,COTUTIU Florin,Male,Coach,C,ROU,Romania,Artistic Gymnastics,49
58,True,JONES Daymon,Male,Coach,C,ROU,Romania,Artistic Gymnastics,49
59,True,KIENS Patrick,Male,Coach,C,ROU,Romania,Artistic Gymnastics,53
60,True,MOROSAN Corina,Female,Coach,C,ROU,Romania,Artistic Gymnastics,56
61,True,VOINEA Camelia,Female,Coach,C,ROU,Romania,Artistic Gymnastics,54
62,True,BERBECAR Marius,Male,Coach,C,ROU,Romania,Artistic Gymnastics,39
63,True,LIU Tsung-Ta,Male,Coach,C,TPE,Chinese Taipei,Taekwondo,49
64,True,GEORGALLAS Irodotos,Male,Coach,C,CYP,Cyprus,Artistic Gymnastics,46
65,True,PETRIDIS Panagiotis,Male,Coach,C,CYP,Cyprus,Artistic Gymnastics,60
66,True,FLANNERY Eimear,Female,Assistant Coach,C,IRL,Ireland,Rugby Sevens,42
67,True,SHIPPI Panayiotis,Male,Coach,C,CYP,Cyprus,Artistic Gymnastics,42
68,True,TRIKOMITI Chrystalleni,Female,Coach,C,CYP,Cyprus,Rhythmic Gymnastics,30
69,True,DEACU George,Male,Assistant Coach,C,ROU,Romania,Water Polo,39
70,True,RATH Bogdan,Male,Head Coach,C,ROU,Romania,Water Polo,52
71,True,ARIAS Ramon,Male,Coach,C,CHI,Chile,Taekwondo,67
72,True,WIBERG Johanna,Female,Assistant Coach,C,SWE,Sweden,Handball,40
73,True,FORSBERG Thomas,Male,Assistant Coach,C,SWE,Sweden,Handball,43
74,True,AXNER Tomas,Male,Head Coach,C,SWE,Sweden,Handball,54
75,True,DIOVOL Alioune,Male,Coach,C,SEN,Senegal,Taekwondo,45
76,True,da ROCHA Cristiano,Male,Head Coach,C,BRA,Brazil,Handball,43
77,True,ALTENBURG Valentin,Male,Head Coach,C,GER,Germany,Hockey,43
78,True,HENNING Andre,Male,Head Coach,C,GER,Germany,Hockey,40
79,True,SCHMITZ Johannes,Male,Assistant Coach,C,GER,Germany,Hockey,36
80,True,ARKELL Robin,Male,Coach,C,GER,Germany,Hockey,36
81,True,GADEMAN Pasha,Male,Assistant Coach,C,GER,Germany,Hockey,36
82,True,WEIDINGER Markus,Male,Coach,C,AUT,Austria,Taekwondo,39
83,True,SOLBERG Glenn,Male,Head Coach,C,SWE,Sweden,Handball,52
84,True,SVENSSON Tomas,Male,Assistant Coach,C,SWE,Sweden,Handball,56
85,True,APELGREN Michael,Male,Assistant Coach,C,SWE,Sweden,Handball,39
86,True,TANKOUCHEV Milko,Male,Coach,C,BUL,Bulgaria,Artistic Gymnastics,65
87,True,YANEV Filip,Male,Coach,C,BUL,Bulgaria,Artistic Gymnastics,42
88,True,WINIARSKI Michal,Male,Head Coach,C,GER,Germany,Volleyball,40
89,True,RANNER Thomas,Male,Assistant Coach,C,GER,Germany,Volleyball,36
90,True,POSMYK Dominik,Male,Assistant Coach,C,GER,Germany,Volleyball,28
91,True,SALLAH Mariama M.,Female,Coach,C,GAM,Gambia,Taekwondo,49
92,True,TUMILTY Mark,Male,Head Coach,C,IRL,Ireland,Hockey,Age unavaible
93,True,TOTH Balazs,Male,Coach,C,GER,Germany,Taekwondo,40
94,True,QUSAI MUNIR,Male,Assistant Coach,C,IRQ,Iraq,Football,44
95,True,CRUZ LOPEZ Jose L,Male,Assistant Coach,C,PUR,Puerto Rico,Basketball,54
96,True,COLON Nelson,Male,Coach,C,PUR,Puerto Rico,Basketball,46
